text,domain,regulation_id,doc_type,document,chapter,section,article,breadcrumb,title,has_reference,id
"Annex 9 — Appendix
Corridor of sled’s deceleration or acceleration as a function of time (Simulation of frontal impact) Figure 9-3",crashtest,,UNECE,UN_R17.pdf,,,,Annex 9 — Appendix,Appendix,False,831facc9-b33a-4c83-be95-2bd82bc199dc
"Annex 10
Height Measurement Test Procedure 1. Purpose The purpose of this test procedure is to demonstrate compliance with the height requirements described in paragraph 5.6.2. of this Regulation. 2. Procedure for Height Measurement Compliance with the requirements of paragraph 5.6.2. of this Regulation shall be demonstrated by using the height measurement procedure defined in paragraph 2.2. and 2.3. of this annex. 2.1. Relationship between the H-point and the R-point The seat is adjusted such that its H-point coincides with the R-point; if the seat back is adjustable, it is at the seat back inclination corresponding to the design torso angle; the relationship between the H-point and the R-point shall be in accordance with the requirements of paragraph 2.1.1. of Annex 11. If, elsewhere during head restraint testing, the H-point and actual torso angle have been found in accordance with paragraph 2.1.1. of Annex 11, the check on the relationship does not need to be repeated for the height measurement test procedure of this annex. Alternative: If, elsewhere during head restraint testing, the H-point and/or actual torso angle have not been found in accordance with Annex 11 paragraph 2.1.1., but consequently paragraph 2.1.3. or paragraph 2.1.4. of Annex 11 have been applied, then the check on the relationship shall not be repeated for the height measurement. 2.2. Height measuring apparatus The height measurement is based on the use of an apparatus that facilitate the measurement of coordinates. 2.3. Height measurement All measurements shall be taken in the median longitudinal plane of the designated seating position. 2.3.1. Determination of contact point (CP) (see Figure 10-1) Adjust the head restraint to the position intended for use by the mid-sized male 1 , as specified by the manufacturer. In the absence of any specification, the head restraint shall be adjusted as close as possible to the mid-position. If two positions of adjustment are equidistant from the mid-position, the head restraint shall be adjusted to the higher of the mid-position and/or rear of the mid-position. For head restraints not adjustable for height, the fixed position shall be used. If there is only one in-use position, this shall be treated as a head restraint which is not adjustable for height. 1 The back-of-head of the mid-sized male is represented by the HRMD attached to the three-dimensional H-point machine, as well as by the Torso & Neck Link with the head room probe fitted 71 mm rearwards (see Figure 10-1). The CP is defined as the intersection of a horizontal line, on the height of the Z-coordinate of the back-of-head of the mid-sized male (as given in Table 10- 1), with the front surface of the head restraint as indicated in Figure 10-1. Once established, the point CP is a virtual seat reference point (x and z coordinates). Where CP cannot be determined because the horizontal line through the back- of-head of the mid-sized male is located above the head restraint, the head restraint must be raised to the next locking position to enable the determination of point CP. In the instance where this will not produce a point of intersection, the CP will be designated at the horizontal top of the head [restraint]. The horizontal top of the head restraint being defined as the uppermost point on the head restraint, which is determined by lowering a horizontal line in the median longitudinal plane of the designated seating position until it touches the head restraint (see Figure 10-4). Where more points are located at the same height, the longitudinally forward most point of the horizontal top of the head restraint is designated as CP. Note: This paragraph 2.3.1. describes only CP. Where CP cannot be determined because the horizontal line through the back- of-head of the mid-sized male is on the level of a gap within the head restraint, CP will be determined using a 165 mm diameter sphere with its centre at the same height level as the horizontal line through the back-of-head of the mid- sized male. When the sphere is making first contact with the head restraint, CP is designated as the rearmost point of the sphere in the gap area (see Figure 10-5). 2.3.2. Determination of intersection point (IP) Adjust the head restraint to the uppermost position. If the head restraint is tiltable or adjustable fore-and-aft, the tilt and fore-and-aft adjustment used for the determination of CP will be kept. The IP is determined on the front surface of the head restraint as the intersection with a vertical line rearwards of CP (see Figure 10-2) at the ""distance x"" (as given in Table 10-1). Where IP would be located rearwards of the horizontal top of the head restraint, IP will be designated at the horizontal top of the head restraint (see Figure 10- 4). Note: consider all references to ""horizontal top"" for similar solution. Where the CP is designated at the horizontal top of the head restraint in paragraph 2.3.1., and there is no existing point of IP on the head restraint surface, the IP is also designated on the horizontal top of the head restraint as determined in accordance with paragraph 2.3.1. of this annex. The determined point ""IP"" will be kept in any adjustment position. For head restraints not adjustable for height, IP is to be determined in the fixed position. Table 10-1 Head position table Location of the back-of-head of two designated males in automotive posture with respect to the R-point at several design torso angles, and their in-between ""distance x"" Design torso angle X-coordinate of back- of-head calculated for the mid-sized male Z-coordinate of back-of- head calculated for the mid-sized male X-coordinate of back-of-head calculated for large male 2 ""Distance x"": distance between X-coordinates of back-of-head of both males 504.5*sin(design torso angle - 2.6)+71 504.5*cos(design torso angle - 2.6)+203 593*sin(design torso angle - 2.6)+76 88.5* sin(design torso angle- 2.6)+5 5 92 707 101 9 6 101 707 111 10 7 110 706 121 12 8 118 705 132 13 9 127 704 142 15 10 136 703 152 16 11 145 702 163 18 12 153 701 173 19 13 162 699 183 21 14 171 698 193 22 15 179 696 203 24 16 188 694 213 26 17 196 692 223 27 18 205 689 233 29 19 213 687 243 30 20 222 684 253 31 21 230 682 263 33 22 239 679 273 34 23 247 676 283 36 24 255 673 292 37 25 263 669 302 39 26 271 666 312 40 27 279 662 321 42 28 287 659 330 43 29 295 655 340 44 30 303 651 349 46 2 The large male is represented by a virtually up scaled Torso & Neck Link; where the mid-sized male version of the Torso and Neck Link measures 504.5 mm and 203 mm with the head room probe 71 mm rearwards, the up scaled version for the large male measures respectively 593 mm and 219 mm with the head room probe 76 mm rearwards. 2.3.3. Determination of the highest head restraint height The head restraint height is the distance from the R-point, parallel to the torso reference line and limited by a line perpendicular to the torso reference line intersecting IP (see Figure 10-3). After the coordinates of IP are determined, the highest head restraint height can be calculated by its longitudinal (ΔX) and vertical (ΔZ) distance from the R-point (see Figure 10-3), as follows: Head restraint height = ΔX ∙ SIN(design torso angle) + ΔZ ∙ COS(design torso angle) 2.3.3.1. Determination of the highest head restraint height in case of exception according paragraph 5.6.2.3. and 5.6.2.5. Adjust the head restraint to its highest position intended for occupant use and measure the clearance between the highest point on the centre line of the head restraint and the interior surface of the roofline or the rear backlight, by attempting to pass a 50 ± 0.5 mm sphere, between them. 2.3.4. Determination of the lowest head restraint height Adjust the head restraint to the lowest position of adjustment intended for normal use other than any non-use position described in paragraph 5.8. of this Regulation. In this lowest in-use position, the head restraint height is the distance from the R-point, parallel to the torso reference line and limited by a line perpendicular to the torso reference line intersecting the point IP (the IP was determined for the highest head restraint height in paragraph 2.3.3.). Figure 10-1 Goniometry in the test procedure using apparatus that facilitate the measurement of coordinates The H-point machine are only shown to explain the concept but are not needed for this test procedure. A = R-point B = articulated neck joint D = contact point CP neck link Z-coordinate back-of- head mid-sized male Figure 10-2 Figure 10-3 head restraint in highest adjustment position determines IP point head restraint in mid-sized male position to locate CP reference co-ordinates distance x (provided in Table 1) design torso angle R-point Figure 10-4 Figure 10-5 Figure 10-6 horizontal top of head restraint horizontal line centre of gravity 165mm sphere at height level CP mid-sized male position",injury,,UNECE,UN_R17.pdf,,,,Annex 10,,True,c43e69bb-d324-4382-940a-35e4c6b8529d
"Annex 10
Table
| d restraint in highest
ustment position
ermines IP point | |
|---|---|
| d restraint in mid-sized
e position to locate CP
rence co-ordinates | |",general,,UNECE,UN_R17.pdf,,,,Annex 10,Table (p.48),False,43139153-768c-4924-bcdf-8a3d6aa33529
"Annex 10
Table
| | horizontal top of head restraint | |
|---|---|---|
| horizontal line | | |",general,,UNECE,UN_R17.pdf,,,,Annex 10,Table (p.49),False,9701c48d-cb44-4855-9ebd-7cfb8a38ea6b
"Annex 11
Backset Measurement Test Procedure 1. Purpose Demonstrate compliance with paragraph 5.6.6. by measuring the backset using the R-point as the reference point. 2. Procedure for backset measurement using R-point as the reference point Demonstrate compliance with paragraph 5.6.6. by measuring the R-point backset of the head restraint based on the usage of apparatus that facilitates the measurement of coordinates and for its dimensions is based on Figure 10-2 of Annex 10. 2.1. Adjust the seat such that its H-point coincides with the R-point, in accordance with the following requirements. 2.1.1. Relationship between the H-point and the R-point When the seat is positioned in accordance to the manufacturer's specifications, following the procedure of Annex 3. the H-point, as defined by its co-ordinates, shall lie within a square of 50 mm side length with horizontal and vertical sides whose diagonals intersect at the R-point, and the actual torso angle is within 5 ° of the design torso angle. 2.1.2. If these conditions are met, the R-point and the design torso angle are used to demonstrate compliance with the provisions of paragraph 5.6.6. of this Regulation. 2.1.3. If the H-point or the actual torso angle do not satisfy the requirements of paragraph 2.1.1., the H-point and the actual torso angle are determined twice more (three times in all). If the results of two of these three operations satisfy the requirements, the conditions of paragraph 2.1.2. shall apply. 2.1.4. If the results of at least two of the three operations described in paragraph 2.1.3. do not satisfy the requirements of paragraph 2.1.1. the centroid of the three measured points or the average of the three measured angles is used and shall be regarded as applicable in all cases where the R-point or the design torso angle is referred to in this annex. 2.2. Adjust the seat back to its design angle. 2.3. Adjust the front head restraint so that its point IP is at any height between and inclusive of 720 mm and 830 mm of paragraph of 5.6.2.1. of this Regulation, measured as described in Annex 10. If the lowest position of adjustment is above 830 mm, adjust the head restraint to that lowest position of adjustment. 2.4. In the case of head restraint with adjustable backset, adjust the head restraint at the most rearward position, such that the backset is in the maximum position. 2.5. Establish point D on the head restraint, point D being the intersection of a line drawn from point C horizontally in the x-direction, with the front surface of the head restraint, see Figure 10-1 of Annex 10. 2.6. Measure the X-coordinate of point D. The R-point backset is the difference between the X-coordinate of point D and the X-coordinate of the back-of-head of the mid-size male as given in Table 10-1 of Annex 10.",general,,UNECE,UN_R17.pdf,,,,Annex 11,,True,4a11e37b-7259-434d-9629-445afc2be414
"Annex 12
Energy Absorption Test Procedure for Head Restraint from the Front 1. Purpose Evaluate the energy absorption ability of the head restraint by demonstrating compliance with paragraph 5.7.1. of this Regulation in accordance with this annex. 2. Seat Set-Up The seat shall be either mounted in the vehicle or firmly secured to the test bench, as mounted in the vehicle with the attachment parts provided by the manufacturer, so as to remain stationary when the impact is applied. The seat back is adjusted as specified in paragraph 6.1.1. of the Regulation. The head restraint shall be mounted on the seat-back as in the vehicle. Where the head restraint is separate, it shall be secured to the part of the vehicle structure to which it is normally attached. 2.1. The front zones are respectively bounded by the horizontal plane tangential to the top of the head restraint as determined in paragraph 6.5. of this Regulation. 3. Procedure for Energy Absorption Adjustable head restraints shall be measured in any height and backset position of adjustment. 3.1. Test equipment. 3.1.1. Use an impactor with a semispherical headform of a 165  2 mm diameter. The headform and associated base have a combined mass such that at a speed of 24.1 km/h at the time of impact an energy of 152 Joule will be reached. 3.1.2. Instrument the impactor with an acceleration sensing device whose output is recorded in a data channel that conforms to the requirements for a 600 Hz channel class filter as specified in ISO Standard 6487 (2002). The axis of the acceleration-sensing device coincides with the geometric centre of the headform and the direction of impact. As an alternative the impactor can be equipped with two accelerometers sensing in the direction of impact and placed symmetrically in comparison to the geometric centre of the spherical headform. In this case the deceleration rate shall be taken as the simultaneous average of the readings on the two accelerometers. 3.2. Accuracy of the test equipment. The recording instruments used shall be such that measurements can be made with the following degrees of accuracy: 3.2.1. Acceleration: Accuracy = ± 5 per cent of the actual value; Cross-axis sensitivity = < 5 per cent of the lowest point on the scale. 3.2.2. Speed: Accuracy: ± 2.5 per cent of the actual value; Sensitivity: 0.5 km/h. 3.2.3. Time recording The instrumentation shall enable the action to be recorded throughout its duration and readings to be made to within one one-thousandth of a second; The beginning of the impact at the moment of first contact between the headform and the item being tested shall be detected on the recordings used for analysing the test. 3.3. Test procedure 3.3.1. Propel the impactor toward the head restraint. At the time of impact, the longitudinal axis of the impactor is within ± 2° of being horizontal and parallel to the vehicle longitudinal axis and the impactor speed shall be 24.1 km/h. 3.3.2. Impact the front surface of the seat or head restraint at any point with a height greater than 635 mm from the R-point and within a lateral distance from the head restraint vertical centreline of 70 mm and measure the acceleration.",crashtest,,UNECE,UN_R17.pdf,,,,Annex 12,,True,69027b04-9171-4dab-a92f-6699ad92f2c4
"Annex 13
Height Retention Test Procedure 1. Purpose Demonstrate compliance with the height retention requirements of paragraph 5.7.4. of this Regulation in accordance with this annex. 2. Procedures for Height Retention 2.1. Seat set-up Adjust the adjustable head restraint so that its effective top is at any of the following height positions at any backset position: 2.1.1. For front outboard designated seating positions: 2.1.1.1. The highest position; and 2.1.1.2. Not less than, but closest to 830 mm; 2.1.2. For rear outboard and front centre designated seating positions: 2.1.2.1. The highest position; and 2.1.2.2. Not less than, but closest to 720 mm. 2.1.3. For rear centre designated seating positions: 2.1.3.1. The highest position; and 2.1.3.2. Not less than, but closest to 700 mm. 2.2. Orient a cylindrical test device having a 165  2 mm diameter in plane view (perpendicular to the axis of revolution), and a 152  2 mm length in profile (through the axis of revolution) such that the axis of the revolution is horizontal and in the longitudinal vertical plane through the vertical longitudinal zero plane of the head restraint. Position the midpoint of the bottom surface of the cylinder in contact with the head restraint. 2.3. Establish initial reference position by applying a vertical downward load of 50 ± 1 N at a rate of 250 ± 50 N/minute. Determine the reference position of the cylinder after five seconds at this load. Mark the initial reference position for the head restraint. 2.4. Measure the vertical distance between the lowest point on the underside of the head restraint and the top of the seat back (see paragraph 2.9. of this annex). 2.5. Increase the load at the rate of 250  50 N/minute to at least 500 N and maintain this load for not less than five seconds. 2.6. Reduce the load at a rate of 250 ± 50 N/m until the load is completely removed. Maintain this condition for no more than two minutes. Increase the load at a rate of 250 ± 50 N/minute to 50 ± 1 N and, after five seconds and while maintaining this load, determine the position of the cylindrical device with respect to its initial reference position. 2.7. Repeat the measurement of the vertical distance measured between the lowest point on the underside of the head restraint and the top of the seat back. (see paragraph 2.9. of this annex) 2.8. Compare the measurements from paragraphs 2.4. and 2.7. of this annex. The difference is the measurement required to comply with paragraph 5.7.4. of the Regulation. 2.9. If the design of the head restraint is such that it is not possible to measure to the top of the seat then the vertical measurement shall be taken by marking a horizontal line across the front of the seat back at least 25 mm below the lowest point of the head restraint and the measurement shall be taken from this line to the underside of the head restraint. 2.10. Alternatively, when the manufacturer demonstrates that the difference of the reference positions of the cylinder measured in paragraphs 2.3. and 2.6. of this annex is smaller than the value required by paragraph 5.7.4. of the Regulation, then the test result will also comply to paragraph 5.7.4. of the Regulation. In this case measurements of paragraphs 2.4. and 2.7. do not need to be recorded.",general,,UNECE,UN_R17.pdf,,,,Annex 13,,True,28e65e26-994e-45f6-a75e-b2cc243a2143
"Annex 14
Dynamic Performance Test Procedure 1. Purpose Demonstrate compliance with paragraph 5.9. in accordance with this annex, using a 50th percentile male BioRID II UN, test dummy. 2. Test Equipment 2.1. An acceleration test sled 2.2. 50th percentile male test dummy 2.2.1. BioRID II UN 2.2.1.1. Conforming to Addendum 1 to the Mutual Resolution M.R.1 (ECE/TRANS/WP.29/1101/Add.1) 2.2.2. Equipment for measuring and recording sled accelerations. 3. Procedures for Test Set-Up 3.1. The setup of Seat and Dummy on the Sled. 3.1.1. An acceleration sled with the dummy seated facing the direction of motion shall be used. Sled accelerations shall be measured by an appropriate accelerometer attached to the sled platform The temperature in the test laboratory shall be 22.5º ± 3ºC with a relative humidity of between 10 per cent and 70 per cent. The test dummy and seat being tested shall be soaked at this temperature for at least 3 hours prior to the test. All tests shall be performed with the active elements of the system designed to operate during rear impact set to their operation condition (e.g. Active head restraint, Seat belt pre-tensioner). The time to fire (TTF) required for a specific elements of the active head restraint shall be specified by the vehicle manufacturer. 3.1.2. Acceleration Sled 3.1.2.1. The parts of the vehicle structure considered essential for the replication of the vehicle rigidity regarding the seat, its anchorages, the safety-belt anchorages and the head restraints shall be secured to the sled. It shall be so constructed that no permanent deformation appears after the test. Where the upper anchorage has an adjustable height position, it shall be set nearest to the mid-range position permitted by the design 3.1.2.2. The sled shall be capable of accommodating, in an appropriate manner, such equipment as may be specified by the manufacturer as necessary for the correct functioning of advanced head restraint systems (active head restraints). 3.1.2.3. A toe board comprising a horizontal section and a forward facing section oriented at 45 º from the horizontal shall be provided. 3.1.2.4. Some sled motion is allowed at the initiation of the test (T=0) however, the dummy’s head, T1 vertebra, and the sled should have the same velocity ± 0.1m/s at T=0. The back of the dummy’s head and T1 vertebra should be in the same position (± 5mm) relative to the head restraint at T=0 as the initial test set-up. 3.1.3. Mounting the Seat on the Sled. 3.1.3.1. Mount the seat, including all of its adjustment mechanisms and hardware that normally connects it to the vehicle floor on the sled platform so that the seat’s orientation relative to the horizontal is the same as it would be in the vehicle. The gap between the front of the seat and rear of the toe board shall be no more than 100 mm.",seatbelt,,UNECE,UN_R17.pdf,,,,Annex 14 [part 1/13],,False,d60f62df-638f-4332-b6c9-9feffb461579
"be in the same position (± 5mm) relative to the head restraint at T=0 as the initial test set-up. 3.1.3. Mounting the Seat on the Sled. 3.1.3.1. Mount the seat, including all of its adjustment mechanisms and hardware that normally connects it to the vehicle floor on the sled platform so that the seat’s orientation relative to the horizontal is the same as it would be in the vehicle. The gap between the front of the seat and rear of the toe board shall be no more than 100 mm. Instrument the platform with an accelerometer mounted such that its sensitive axis is parallel to the direction of test platform travel. 3.1.4. Seat Adjustment. 3.1.4.1. The seat shall be set as specified by the manufacturer, with regard to both the design position of the seat back (see paragraph 2.21. of this Regulation) and the position of the seat itself. This position shall be the one where the H-point coincides with R50 point. In the absence of any specification declared by the manufacturer, the procedures of paragraphs 3.1.4.2. to 3.1.4.5. shall apply. 3.1.4.2. Where no adjustment is specified, the seat shall be adjusted to its mid-position in both the horizontal and vertical directions. If an adjustment position does not exist midway between those positions, place the seat midway between the most forward and most rearward position. The closest adjustment position to the rear of the midpoint shall be used. 3.1.4.3. Where no cushion adjustment is specified, and where the seat cushion is adjustable independently of the seat back, adjust the seat cushion inclination to its mid-position. All other cushion adjustments shall be in a fully retracted position, with the exception of cushion side bolsters which shall be set to their widest position. 3.1.4.4. Any adjustable lumbar supports shall be positioned so that the lumbar support is in its lowest retracted or deflated position. Arm rests shall be set in the stowed position. 3.1.4.5. Any other seat adjustment device must be set in it most retracted or deflated position. 3.1.4.6. Where no design torso angle is specified and where the seat back is adjustable, it shall be set at a torso angle closest to 25º ±1º from the vertical, as measured using the three-dimensional H-point machine, as specified in Annex 3. If there is more than one inclination position close to a torso angle of 25 º then it shall be set to the position closest to and rearward of 25 º. 3.1.5. Head Restraint Adjustment 3.1.5.1. If the head restraint adjusts automatically, the adjustments from paragraphs 3.1.4.1. to 3.1.4.6. shall apply. 3.1.5.2. Adjust the head restraint to the position intended for use by the 50th percentile male, as specified by the manufacturer. If not available adjust the head restraint in the midway between the lowest and the highest position and follow the paragraph 3.1.5.2.2. of this annex. 3.1.5.2.1. Where the adjustment of the head restraint is not automatic, it shall be set in accordance with the manufacturer’s specification. 3.1.5.2.2. If a locking position midway between the lowest and the highest position does not exist, adjust the head restraint to the position determined by the paragraphs below. A locking position exists within 10 mm vertically upwards from the geometric mid-position, this shall be the test position. If no locking position exists within 10 mm vertically upwards from the geometric mid-position then the next locking position down shall be the test position.",injury,,UNECE,UN_R17.pdf,,,,Annex 14 [part 2/13],,True,cbc7853c-c739-44dc-aba2-274a20868d20
"adjustment of the head restraint is not automatic, it shall be set in accordance with the manufacturer’s specification. 3.1.5.2.2. If a locking position midway between the lowest and the highest position does not exist, adjust the head restraint to the position determined by the paragraphs below. A locking position exists within 10 mm vertically upwards from the geometric mid-position, this shall be the test position. If no locking position exists within 10 mm vertically upwards from the geometric mid-position then the next locking position down shall be the test position. This shall be determined from the top of the head restraint. Figure 14-1 1 : Head Restraint in lowermost position. 2 : Head Restraint in uppermost position. 3 : Test Position. Horizontal mid-position between lowermost and uppermost position of the Head Restraint. When the head restraint has a locking fore-aft adjustment, it shall be in the midpoint. If a locking position exists within 10 mm horizontally forward from the geometric mid-position, this shall be the test position.",general,,UNECE,UN_R17.pdf,,,,Annex 14 [part 3/13],,False,fea60b08-d37d-4794-bf87-e5ade9c4f4cc
"geometric mid-position then the next locking position down shall be the test position. This shall be determined from the top of the head restraint. Figure 14-1 1 : Head Restraint in lowermost position. 2 : Head Restraint in uppermost position. 3 : Test Position. Horizontal mid-position between lowermost and uppermost position of the Head Restraint. When the head restraint has a locking fore-aft adjustment, it shall be in the midpoint. If a locking position exists within 10 mm horizontally forward from the geometric mid-position, this shall be the test position. If no locking position exists within 10 mm horizontally forwards from the geometric mid- position then the next locking position rearwards shall be the test position, as shown in Figure 14.1. If no fore-aft locking positions are available for the head restraint it shall be tilted fully rearward. 3.1.6. BioRID II UN Reference measurement 3.1.6.1. Using the 3D-H measuring machine, check that the H-point coincides with the R50 point, in accordance with the following requirements. The procedure set out in Annex 3 shall be used to verify the H-point relationship to the R50 point specified by the manufacturer. The relative positions of the R-point and the H-point relationship shall be considered satisfactory for the seating position in question if the actual ""H""- point, lies within a square of 50 mm side length with horizontal and vertical sides F whose diagonals intersect at the R50 point, and the actual torso angle is within 5° of the design torso angle. 3.1.6.2. Back of the head reference position The back of the head reference position for the UN BioRID II is the value for the back of the head as determined for the 50 th percentile in Table 10-1 of Annex 10 of this Regulation with reference to the specified torso angle minus 15 mm (increasing the backset as shown in figure 14-2 below). Where no design torso angle is specified, set the angle as specified in paragraph 3.1.4.6. Both the measured H-point and angle shall be used when referencing Table 10-1, Annex 10. Examples A (Locking positions at geometry midpoint) Examples B (Locking positions up to 10mm above geometry midpoint) Examples C (Locking positions more than 10mm geometry midpoint) 3.1.7. Dummy Installation 3.1.7.1. The dummy’s clothing shall comprise two pairs of shorts and two shirts made of a nylon fabric. The fabric has a different texture on the outside as it does on the inside – shiny and matt. The dummy shall be dressed with both sets of clothing so that the shiny sides of the materials come face to face with each other.",general,,UNECE,UN_R17.pdf,,,,Annex 14 [part 4/13],,True,e1201cb1-6d80-48ac-a596-276f442806a2
"A (Locking positions at geometry midpoint) Examples B (Locking positions up to 10mm above geometry midpoint) Examples C (Locking positions more than 10mm geometry midpoint) 3.1.7. Dummy Installation 3.1.7.1. The dummy’s clothing shall comprise two pairs of shorts and two shirts made of a nylon fabric. The fabric has a different texture on the outside as it does on the inside – shiny and matt. The dummy shall be dressed with both sets of clothing so that the shiny sides of the materials come face to face with each other. Shoes are men’s dress oxford type, US size 11 (European size 45) extra wide that meet military specifications MIL-S-13192P. Each shoe weight 0.57±0.1 kg and has an overall length of 320-325mm. 3.1.7.2. The seat shall be in an unloaded condition for at least 15 minutes before installing the dummy. 3.1.7.3. The appropriate lifting tools and the attachment points recommended by the dummy manufacturer shall be used to position the dummy in the seat.",general,,UNECE,UN_R17.pdf,,,,Annex 14 [part 5/13],,False,c419fffe-a6d5-45f2-b4b6-46b46e3b1efb
"of clothing so that the shiny sides of the materials come face to face with each other. Shoes are men’s dress oxford type, US size 11 (European size 45) extra wide that meet military specifications MIL-S-13192P. Each shoe weight 0.57±0.1 kg and has an overall length of 320-325mm. 3.1.7.2. The seat shall be in an unloaded condition for at least 15 minutes before installing the dummy. 3.1.7.3. The appropriate lifting tools and the attachment points recommended by the dummy manufacturer shall be used to position the dummy in the seat. The dummy shall initially be installed with its H-point rearward of the target H- point and the pelvis only moved forward to achieve the position indicated in paragraph 3.1.7.6. below.",general,,UNECE,UN_R17.pdf,,,,Annex 14 [part 6/13],,False,1c07ff3c-669c-4840-a64b-3e4e7e791475
"its H-point rearward of the target H- point and the pelvis only moved forward to achieve the position indicated in paragraph 3.1.7.6. below. In the event that the dummy is moved forward of the specified target H-point the dummy shall be removed from the seat and the complete installation procedure repeated. It is not permissible to push the pelvis rearward to bring the pelvis H-point into line with the specified H-point position. 3.1.7.4. Adjust the test dummy’s midsagittal plane to be vertical and aligned with the centreline of the seat. The instrumentation platform in the head shall be laterally level within ± 0.5°. 3.1.7.5. Adjust the pelvis angle to the actual torso angle recorded by the procedure specified in paragraph 2.1. Annex 11 plus 1.5 ± 2.5°. 3.1.7.6. The BioRID shall be installed such that its H-point is positioned 20 ± 10 mm forward of the R 50 -point, as shown in Figure 14-2 below, while keeping the pelvis angle within the range specified in paragraph 3.1.7.5. above. Figure 14-2 3.1.7.7. Back of head adjustment. 3.1.7.7.1. The back of head (the most rearward position of the head when the head is horizontally level ± 1º) of the BioRID shall be positioned at the reference position described in paragraph 3.1.6.2. of this annex with a tolerance of ± 5 mm. 3.1.7.7.2. If the test dummy back of head position is found to be different by more than ± 5 mm from that of the BioRID Reference Back of head, obtained by the procedure specified in paragraph 3.1.6.2. of this annex, then paragraphs 3.1.7.7.2.1. and 3.1.7.7.2.2. below shall apply. 3.1.7.7.2.1. Tip the head fore/aft no more than +3,5 / -0,5 º from level in order to meet the backset requirement. 3.1.7.7.2.2. After carrying out the adjustments specified in paragraph 3.1.7.7.2.1. above and if it is still not possible to set the test dummy backset measurement to within 15 ± 2mm of the Back of the Head reference position specified in paragraph 3.1.6.2. above then the dummy’s pelvis angle and the H-point position shall be adjusted within their respective tolerance bands whilst prioritising the adjustment of the pelvis angle tolerance to achieve correct backset. It is not permitted to achieve the required position by pushing the dummy rearward. 3.1.7.8. The upper legs of the driver dummy shall rest against the seat cushion to the extent permitted by placement of the feet. Adjust the spacing of the legs so that the centreline of the knees and ankles is 200 mm (±10mm) apart and ensure that the knees are level. 3.1.7.8.1. Adjust the dummy’s feet and/or the horizontal position of the adjustable toe board so that the heel of its shoe is resting on the heel surface. The tip of the shoe shall rest on the toe pan between 230 mm and 270 mm from the intersection of the heel surface and toe board, as measured along the surface of the toe board. The heel rest position is determined using the heel rest location defined from the vehicle measurements, or from specified point from the vehicle manufacturer. 3.1.7.8.2. The test dummy’s upper arms shall be positioned so that they are as close to the sides of the dummy as possible, with the rear of the upper arms being in contact with the seatback and the elbows bent such that the small fingers of Target for the BioRID back of head Back of head from Annex 1 Pelvis H Point both hands of the dummy are in contact with the vehicle seat cushion with the palms of the hands facing towards the dummy’s thighs. 3.1.8. Seat belt adjustment. 3.1.8.1. With the test dummy seated in accordance with the requirements of paragraph 3.1.7. above, place the belt around the test dummy and fasten the latch. Remove all slack from the lap belt. Pull the upper torso webbing out of the retractor and allow it to retract. Repeat this operation four times.",seatbelt,,UNECE,UN_R17.pdf,,,,Annex 14 [part 8/13],,False,0d5661db-4ee2-42a7-af5c-9fd5a9dc82eb
"head Back of head from Annex 1 Pelvis H Point both hands of the dummy are in contact with the vehicle seat cushion with the palms of the hands facing towards the dummy’s thighs. 3.1.8. Seat belt adjustment. 3.1.8.1. With the test dummy seated in accordance with the requirements of paragraph 3.1.7. above, place the belt around the test dummy and fasten the latch. Remove all slack from the lap belt. Pull the upper torso webbing out of the retractor and allow it to retract. Repeat this operation four times. Apply a 9 to 18 N tension load to the lap belt.",seatbelt,,UNECE,UN_R17.pdf,,,,Annex 14 [part 9/13],,False,3d660f2f-2cb0-4c63-92a4-9a30f6c8ce7b
